CODIGO,NOMBRE,MONEDA
2912,DESVALORIZACION MERCADERIAS DE EXTRACCION         ,
2913,DESVALORIZACION MERCADERIAS AGROPECUARIAS Y PISCIC,
2914,DESVALORIZACION MERCADERIAS INMUEBLES             ,
2918,DESVALORIZACION OTRAS MERCADERIAS                 ,
292,DESVALORIZACION PRODUCTOS TERMINADOS              ,
2921,DESVALORIZACION PRODUCTOS MANUFACTURADOS          ,
2922,DESVALORIZACION PRODUCTOS DE EXTRACCION TERMINADOS,
2923,DESVALORIZACION PRODUCTOS AGROPECUARIOS TERMINADOS,
2924,DESVALORIZACION PRODUCTOS INMUEBLES               ,
2925,DESVALORIZACION EXISTENCIAS DE SERVICIOS TERMINADO,
2927,DESVALORIZACION OTROS PRODUCTOS TERMINADOS        ,
2928,DESVALORIZACION COSTOS DE FINANCIACION PRODUCTOS T,
293,DESVALORIZACION SUBPRODUCTOS  DESECHOS Y DESPERDIC,
2931,DESVALORIZACION SUBPRODUCTOS                      ,
2932,DESVALORIZACION  DESECHOS Y DESPERDICIOS          ,
294,DESVALORIZACION PRODUCTOS EN PROCESO              ,
2941,DESVALORIZACION PRODUCTOS EN PROCESO DE MANUFACTUR,
2942,DESVALORIZACION PRODUCTOS EXTRAIDOS PROCESO TRANSF,
2943,DESVALORIZACION PRODUCTOS AGROPECUARIOS EN PROCESO,
2944,DESVALORIZACION PRODUCTOS INMUEBLES EN PROCESO    ,
2945,DESVALORIZACION EXISTENCIAS DE SERVICIOS EN PROCES,
2947,DESVALORIZACION OTROS PRODUCTOS EN PROCESO        ,
2948,DESVALORIZACION COSTOS FINANCIACION PRODUCTOS PROC,
295,DESVALORIZACION MATERIAS PRIMAS                   ,
2951,DESVALORIZACION  MATERIAS PRIMAS PRODUCTOS MANUFAC,
2952,DESVALORIZACION MATERIAS PRIMAS PRODUCTOS EXTRACCI,
2953,DESVALORIZACION  MATERIAS PRIMAS PRODUCTOS AGROPEC,
2954,DESVALORIZACION  MATERIAS PRIMAS PRODUCTOS INMUEBL,
296,DESVALORIZACION MATERIALES AUXILIARES  SUMINIS.Y R,
2961,DESVALORIZACION MATERIALES AUXILIARES             ,
2962,DESVALORIZACION SUMINISTROS                       ,
2963,DESVALORIZACION REPUESTOS                         ,
297,DESVALORIZACION ENVASES Y EMBALAJES               ,
2971,DESVALORIZACION ENVASES                           ,
2972,DESVALORIZACION EMBALAJES                         ,
298,DESVALORIZACION EXISTENCIAS POR RECIBIR           ,
2981,DESVALORIZACION MERCADERIAS POR RECIBIR           ,
2982,DESVALORIZACION MATERIAS PRIMAS POR RECIBIR       ,
2983,DESVALORIZACION MATERIALES AUXILIARES  SUM.Y RPTOS,
2984,DESVALORIZACION ENVASES Y EMBALAJES POR RECIBIR   ,
3,ACTIVO INMOVILIZADO                               ,
30,INVERSIONES MOBILIARIAS                           ,
301,INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO ,
3011,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DEUDA ,
30111,VALORES EMITIDOS O GARANTIZADOS POR EL ESTADO     ,
30112,VALORES EMITIDOS POR EL SISTEMA FINANCIERO        ,
30113,VALORES EMITIDOS POR LAS EMPRESAS                 ,
30114,OTROS TITULOS REPRESENTATIVOS DE DEUDA            ,
302,INSTRUMENTOS FINANCIEROS REPRESENTATIVOS DE DERECH,
3021,CERTIFICADOS DE SUSCRIPCION PREFERENTE            ,
3022,ACCIONES REPRESENTATIVAS DE CAPITAL SOCIAL        ,
3023,ACCIONES DE INVERSION                             ,
30231,SUBSIDIARIAS  ASOCIADAS Y SUCURSALES              ,
30232,OTRAS ACCIONES DE INVERSION                       ,
3024,CERTIFICADOS DE PARTICIPACION DE FONDOS           ,
30241,FONDOS MUTUOS                                     ,
30242,FONDOS DE INVERSION                               ,
3025,ASOCIACIONES EN PARTICIPACION Y CONSORCIOS        ,
3028,OTROS TITULOS REPRESENTATIVOS DE PATRIMONIO       ,
309,DESVALORIZACION DE INVERSIONES MOBILIARIAS        ,
3091,DESVAL.INVERSIONES A SER MANTENIDAS HASTA VENCIMIE,
3092,DESVAL.INSTRUMENTOS FINANCIEROS REPRESENT.DERECHO ,
31,INVERSIONES INMOBILIARIAS                         ,
311,INVERSIONES INMOBILIARIAS TERRENOS                ,
3111,INVERSIONES INMOBILIARIAS TERRENOS URBANOS        ,
31111,INVERSIONES INMOBILIARIAS TERRENOS URBANOS VALOR R,
31112,INVERSIONES INMOBILIARIAS TERRENOS URBANOS COSTO  ,
31113,INVERSIONES INMOBILIARIAS TERRENOS URBANOS REVALUA,
3112,INVERSIONES INMOBILIARIAS TERRENOS RURALES        ,
31121,INVERSIONES INMOBILIARIAS TERRENOS RURALES VALOR R,
31122,INVERSIONES INMOBILIARIAS TERRENOS RURALES COSTO  ,
31123,INVERSIONES INMOBILIARIAS TERRENOS RURALES REVALUA,
312,INVERSIONES INMOBILIARIAS EDIFICACIONES           ,
3121,INVERSIONES INMOBILIARIAS EDIFICACIONES           ,
31211,INVERSIONES INMOBILIARIAS EDIFICACIONES VALOR RAZO,
31212,INVERSIONES INMOBILIARIAS EDIFICACIONES COSTO     ,
31213,INVERSIONES INMOBILIARIAS EDIFICACIONES REVALUACIO,
31214,COSTOS DE FINANCIACION INVERSIONES INMOBILIARIAS  ,
32,ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO FINANCIERO    ,
321,INVERSIONES INMOBILIARIAS EN ARRENDAMIENTO FINANCI,
3211,INVERSIONES TERRENOS EN ARRENDAMIENTO FINANCIERO  ,
3212,INVERSIONES EDIFICACIONES EN ARRENDAMIENTO FINANCI,
322,INMUEBLES  MAQUINARIA Y EQUIPO EN ARRENDAMIENTO FI,
3221,TERRENOS EN ARRENDAMIENTO FINANCIERO              ,
3222,EDIFICACIONES EN ARRENDAMIENTO FINANCIERO         ,
3223,MAQUINARIAS Y EQUIPOS DE EXPLOTACION EN ARREND.FIN,
3224,EQUIPO DE TRANSPORTE EN ARRENDAMIENTO FINANCIERO  ,
322401,EQUIPO DE TRANSPORTES  ADQ EN ARRENDANIENTO FINANC,  
3225,MUEBLES Y ENSERES EN ARRENDAMIENTO FINANCIERO     ,
3226,EQUIPOS DIVERSOS EN ARRENDAMIENTO FINANCIERO      ,
3227,HERRAMIENTAS Y UNIDADES DE REEMPLAZO EN ARREND.FIN,
33,INMUEBLES  MAQUINARIA Y EQUIPO                    ,
331,TERRENOS                                          ,
3311,TERRENOS                                          ,
33111,COSTO TERRENOS                                    ,
331111,COSTO TERRENOS                                    ,  
33112,REVALUACION TERRENOS                              ,
332,EDIFICACIONES                                     ,
3321,EDIFICACIONES ADMINISTRATIVAS                     ,
33211,COSTO DE ADQUISICION O PRODUCCION EDIFICACIONES   ,
332111,COSTO DE ADQUISICION O PRODUCCION EDIFICACIONES   ,  
33212,REVALUACION EDIFICACIONES                         ,
33213,COSTO DE FINANCIACION  EDIFICACIONES              ,
3322,ALMACENES                                         ,
33221,COSTO DE ADQUISICION O PRODUCCION ALMACENES       ,
33222,REVALUACION ALMACENES                             ,
33223,COSTO DE FINANCIACION ALMACENES                   ,
3323,EDIFICACIONES PARA PRODUCCION                     ,
33231,COSTO DE ADQUISICION O PRODUCCION EDIFICACION PROD,
33232,REVALUACION EDIFICACIONES PRODUCCION              ,
33233,COSTO DE FINANCIACION EDIFICACIONES PRODUCCION    ,
3324,INSTALACIONES                                     ,
33241,COSTO DE ADQUISICION O PRODUCCION DE INSTALACIONES,
33242,REVALUACION INSTALACIONES                         ,
33243,COSTO DE FINANCIACION DE INSTALACIONES            ,
333,MAQUINARIAS Y EQUIPOS DE EXPLOTACION              ,
3331,MAQUINARIAS Y EQUIPOS DE EXPLOTACION              ,
33311,COSTO DE ADQUISICION O PRODUCCION MAQUINARIAS     ,
333111,COSTO DE ADQUISICION O PRODUCCION MAQUINARIAS     ,  
33312,REVALUACION MAQUINARIAS                           ,
33313,COSTO DE FINANCIACION MAQUINARIAS                 ,
334,EQUIPO DE TRANSPORTE                              ,
3341,VEHICULOS MOTORIZADOS                             ,
33411,COSTO VEHICULOS MOTORIZADOS                       ,
334111,COSTO VEHICULOS MOTORIZADOS                       ,  
33412,REVALUACION VEHICULOS MOTORIZADOS                 ,
3342,VEHICULOS NO MOTORIZADOS                          ,
33421,COSTO VEHICULOS NO MOTORIZADOS                    ,
33422,REVALUACION VEHICULOS NO MOTORIZADOS              ,
335,MUEBLES Y ENSERES                                 ,
3351,MUEBLES                                           ,
33511,COSTO MUEBLES                                     ,
335111,COSTO MUEBLES                                     ,  
33512,REVALUACION MUEBLES                               ,
3352,ENSERES                                           ,
33521,COSTO ENSERES                                     ,
335211,COSTO MUEBLES Y  ENSERES                          ,  
33522,REVALUACION ENSERES                               ,
336,EQUIPOS DIVERSOS                                  ,
3361,EQUIPO PARA PROCESAMIENTO DE INFORMACION          ,
33611,COSTO EQUIPO COMPUTO                              ,
336111,COSTO EQUIPO COMPUTO                              ,  
33612,REVALUACION EQUIPO COMPUTO                        ,
3362,EQUIPO DE COMUNICACION                            ,
33621,COSTO EQUIPO DE COMUNICACIÓN                      ,
33622,REVALUACION EQUIPO DE COMUNICACIÓN                ,
3363,EQUIPO DE SEGURIDAD                               ,
33631,COSTO EQUIPO DE SEGURIDAD                         ,
33632,REVALUACION EQUIPO DE SEGURIDAD                   ,
3369,OTROS EQUIPOS                                     ,
33691,COSTO OTROS EQUIPOS                               ,
336911,OTROS  EQUIPOS                                    ,  
33692,REVALUACION OTROS EQUIPOS                         ,
337,HERRAMIENTAS Y UNIDADES DE REEMPLAZO              ,
3371,HERRAMIENTAS                                      ,
33711,COSTO HERRAMIENTAS                                ,
33712,REVALUACION HERRAMIENTAS                          ,
3372,UNIDADES DE REEMPLAZO                             ,
33721,COSTO UNIDADES DE REEMPLAZO                       ,
33722,REVALUACION UNIDADES DE REEMPLAZO                 ,
338,UNIDADES POR RECIBIR                              ,
3381,MAQUINARIAS Y EQUIPOS DE EXPLOTACION POR RECIBIR  ,
3382,EQUIPO DE TRANSPORTE POR RECIBIR                  ,
3383,MUEBLES Y ENSERES POR RECIBIR                     ,
3386,EQUIPOS DIVERSOS POR RECIBIR                      ,
3387,HERRAMIENTAS Y UNIDADES DE REEMPLAZO POR RECIBIR  ,
339,CONSTRUCCIONES Y OBRAS EN CURSO                   ,
3391,ADAPTACION DE TERRENOS                            ,
3392,CONSTRUCCIONES EN CURSO                           ,
339201,CONSTRUCCIONES EN CURSO                           ,  
3393,MAQUINARIA EN MONTAJE                             ,
3394,INVERSION INMOBILIARIA EN CURSO                   ,
3397,COSTO DE FINANCIACION INVERSIONES INMOBILIARIAS   ,
33971,COSTO DE FINANCIACION EDIFICACIONES               ,
3398,COSTO DE FINANCIACION INMUEBLES  MAQUINARIA Y EQUI,
33981,COSTO DE FINANCIACION EDIFICACIONES               ,
33982,COSTO DE FINANCIACION MAQUINARIAS Y EQUIPOS       ,
3399,OTROS ACTIVOS EN CURSO                            ,
34,INTANGIBLES                                       ,
341,CONCESIONES  LICENCIAS Y OTROS DERECHOS           ,
3411,CONCESIONES                                       ,
34111,COSTO CONCESIONES                                 ,
34112,REVALUACION CONCESIONES                           ,
3412,LICENCIAS                                         ,
34121,COSTO LICENCIAS                                   ,
341211,LICENCIAS DE PROGRAMAS                            ,  
34122,REVALUACION LICENCIAS                             ,
3419,OTROS DERECHOS                                    ,
34191,COSTO OTROS DERECHOS                              ,
34192,REVALUACION OTROS DERECHOS                        ,
342,PATENTES Y PROPIEDAD INDUSTRIAL                   ,
3421,PATENTES                                          ,
34211,COSTO PATENTES                                    ,
34212,REVALUACION PATENTES                              ,
3422,MARCAS                                            ,
34221,COSTO MARCAS                                      ,
34222,REVALUACION MARCAS                                ,
343,PROGRAMAS DE COMPUTADORA (SOFTWARE)               ,
3431,APLICACIONES INFORMATICAS                         ,
34311,COSTO APLICACIONES INFORMATICAS                   ,
34312,REVALUACION APLICACIONES INFORMATICAS             ,
344,COSTOS DE EXPLORACION Y DESARROLLO                ,
3441,COSTOS DE EXPLORACION                             ,
34411,COSTOS DE EXPLORACION                             ,
3442,COSTOS DE DESARROLLO                              ,
34421,COSTOS DE DESARROLLO                              ,
345,FORMULAS  DISEÑOS Y PROTOTIPOS                    ,
3451,FORMULAS                                          ,
34511,COSTO FORMULAS                                    ,
34512,REVALUACION FORMULAS                              ,
3452,DISEÑOS Y PROTOTIPOS                              ,
34521,COSTO DISEÑOS Y PROTOTIPOS                        ,
34522,REVALUACION DISEÑOS Y PROTOTIPOS                  ,
346,RESERVAS DE RECURSOS EXTRAIBLES                   ,
3461,MINERALES                                         ,
3462,PETROLEO Y GAS                                    ,
3463,MADERA                                            ,
3469,OTROS RECURSOS EXTRAIBLES                         ,
347,PLUSVALIA MERCANTIL                               ,
3471,PLUSVALIA MERCANTIL                               ,
349,OTROS ACTIVOS INTANGIBLES                         ,
35,ACTIVOS BIOLOGICOS                                ,
351,ACTIVOS BIOLOGICOS EN PRODUCCION                  ,
3511,ACTIVOS BIOLOGICOS EN PRODUCCION DE ORIGEN ANIMAL ,
35111,VALOR RAZONABLE ACTIVOS BIOLOGICOS EN PROD. ORI.AN,
35112,COSTO ACTIVOS BIOLOGICOS EN PROD. DE ORIGEN ANIMAL,
3512,ACTIVOS BIOLOGICOS EN PRODUCCION DE ORIGEN VEGETAL,
35121,VALOR RAZONABLE ACTIVOS BIOLOGICOS EN PROD. ORI.VE,
35122,COSTO ACTIVOS BIOLOGICOS EN PROD. DE ORIGEN VEGETA,
352,ACTIVOS BIOLOGICOS EN DESARROLLO                  ,
3521,ACTIVOS BIOLOGICOS EN DESARROLLO DE ORIGEN ANIMAL ,
35211,VALOR RAZONABLE ACTIVOS BIOLOGICOS EN DESA.ORI.ANI,
35212,COSTO ACTIVOS BIOLOGICOS EN DESARROLLO ORIGEN ANIM,
35213,COSTO FINANC. ACTIVOS BIOLOGICOS EN DESAR. ORIGEN ,
3522,ACTIVOS BIOLOGICOS EN DESARROLLO DE ORIGEN VEGETAL,
35221,VALOR RAZONABLE ACTIVOS BIOLOGICOS EN DESA.ORI.VEG,
35222,COSTO ACTIVOS BIOLOGICOS EN DESARROLLO ORIGEN VEGE,
35223,COSTO FINANC. ACTIVOS BIOLOGICOS EN DESAR. ORIGEN ,
36,DESVALORIZACION DE ACTIVO INMOVILIZADO            ,
361,DESVALORIZACION INVERSIONES INMOBILIARIAS         ,
3611,DESVALORIZACION INVERSIONES INMOBILIARIAS TERRENOS,
3612,DELVALORIZACION INVERSIONES INMOBILIARIAS EDIFICAC,
36121,DESVALORIZACION INV. INMOBILIARIAS EDIFIC. COSTO C,
36122,DESVALORIZACION INV. INMOBILIARIAS EDIFIC. COSTO F,
363,DESVALORIZACION INMUEBLES  MAQUINARIA Y EQUIPO    ,
3631,DESVALORIZACION TERRENOS                          ,
3632,DESVALORIZACION EDIFICACIONES                     ,
36321,DESVALORIZACION EDIFICACIONES - COSTO DE CONSTRUCC,
36322,DESVALORIZACION EDIFICACIONES - COSTO DE FINANCIAC,
3633,DESVALORIZACION MAQUINARIAS Y EQUIPOS DE EXPLOTACI,
36331,DESVALORIZACION MAQ.Y EQUIPOS DE EXPLOT.COSTO CONS,
36332,DESVALORIZACION MAQ.Y EQUIPOS DE EXPLOT.COSTO FINA,
3634,DESVALORIZACION EQUIPO DE TRANSPORTE              ,
3635,DESVALORIZACION MUEBLES Y ENSERES                 ,
3636,DESVALORIZACION EQUIPOS DIVERSOS                  ,
3637,DESVALORIZACION HERRAMIENTAS Y UNIDADES DE REEMPLA,
364,DESVALORIZACION INTANGIBLES                       ,
3641,DESVALORIZACION CONCESIONES  LICENCIAS Y OTROS DER,
3642,DESVALORIZACION PATENTES Y PROPIEDAD INDUSTRIAL   ,
3643,DESVALORIZACION PROGRAMAS DE COMPUTADORA (SOFTWARE,
3644,DESVALORIZACION COSTOS EXPLORACION Y DESARROLLO   ,
3645,DESVALORIZACION FORMULAS  DISEÑOS Y PROTOTIPOS    ,
3649,DESVALORIZACION OTROS ACTIVOS INTANGIBLES         ,
365,DESVALORIZACION ACTIVOS BIOLOGICOS                ,
3651,DESVALORIZACION ACTIVOS BIOLOGICOS EN PRODUCCION  ,
3652,DESVALORIZACION ACTIVOS BIOLOGICOS EN DESARROLLO  ,
36521,DESVALORIZACION ACTIVOS BIOLOGICOS DESARROLLO - CO,
36522,DESVALORIZACION ACTIVOS BIOLOGICOS DESAR. COSTO FI,
37,ACTIVO DIFERIDO                                   ,
371,IMPUESTO A LA RENTA DIFERIDO                      ,
372,PARTICIPACIONES DE LOS TRABAJADORES DIFERIDAS     ,
373,INTERESES DIFERIDOS                               ,
3731,INTERESES NO DEVENGADOS EN TRANSACCIONES C/TERCERO,
373101,INTERESES POR DEVENGAR                            ,  
3732,INTERESES NO DEVENGADOS EN MEDICION A VALOR DESCON,
38,OTROS ACTIVOS                                     ,
381,BIENES DE ARTE Y CULTURA                          ,
3811,OBRAS DE ARTE                                     ,
3812,BIBLIOTECA                                        ,
3813,OTROS                                             ,
382,DIVERSOS                                          ,
3821,MONEDAS Y JOYAS                                   ,
3822,BIENES ENTREGADOS EN COMODATO                     ,
3823,BIENES RECIBIDOS EN PAGO (ADJUDICADOS Y REALIZABLE,
39,DEPRECIACION  AMORTIZACION Y AGOTAMIENTO ACUMULADO,
391,DEPRECIACION ACUMULADA                            ,
3911,DEPRECIACION INVERSIONES INMOBILIARIAS            ,
39111,DEPRECIACION EDIFICACIONES COSTO ADQUISICION O CON,
39112,DEPRECIACION EDIFICACIONES COSTO DE FINANCIACION  ,
3912,DEPRECIACION ACTIVOS ADQUIRIDOS EN ARRENDAMIENTO F,
39121,DEPRECIACION INVERSIONES INMOBILIARIAS-EDIFICACION,
39122,DEPRECIACION INMUEBLES  MAQ.Y EQUIPO-EDIFICACIONES,
39123,DEPRECIACION INMUEBLES  MAQ.Y EQUIPO-MAQ.Y EQUIPO ,
39124,DEPRECIACION INMUEBLES  MAQ.Y EQUIPO-EQUIPOS TRANS,
391241,DEPRECCIACION VEHICULOS DE TRANSPOTE              ,  
39126,DEPRECIACION INMUEBLES  MAQ.Y EQUIPO-EQUIPOS DIVER,
3913,DEPRECIACION INMUEBLES  MAQUINARIA Y EQUIPO - COST,
39131,DEPRECIACION EDIFICACIONES COSTO                  ,
391311,DEPRECIACION EDIFICACIONES COSTO                  ,  
391312,DEPRECICION TRABAJOS  EN CURSO                    ,  
39132,DEPRECIACION MAQUINARIAS Y EQUIPOS EXPLOTACION - C,
391321,DEPRECIACION MAQUINARIAS Y EQUIPOS EXPLOTACION - C,  
39133,DEPRECIACION EQUIPO DE TRANSPORTE - COSTO         ,
391331,DEPRECIACION EQUIPO DE TRANSPORTE - COSTO         ,  
39134,DEPRECIACION MUEBLES Y ENSERES - COSTO            ,
391341,DEPRECIACION MUEBLES Y ENSERES - COSTO            ,  
39135,DEPRECIACION EQUIPOS DIVERSOS - COSTO             ,
391351,DEPRECIACION EQUIPOS DIVERSOS - COSTO             ,  
39136,DEPRECIACION HERRAMIENTAS Y UNIDADES REEMPLAZO - C,
3914,DEPRECIACION INMUEBLES  MAQUINARIA Y EQUIPO - REVA,
39141,DEPRECIACION EDIFICACIONES REVALUACION            ,
39142,DEPRECIACION MAQUINARIAS Y EQUIPOS EXPLOTACION-REV,
39143,DEPRECIACION EQUIPO DE TRANSPORTE - REVALUACION   ,
39144,DEPRECIACION MUEBLES Y ENSERES - REVALUACION      ,
39145,DEPRECIACION EQUIPOS DIVERSOS - REVALUACION       ,
39146,DEPRECIACION HERRAMIENTAS Y UNID. REEMPLAZO - REVA,
3915,DEPRECIACION INMUEBLES  MAQ.Y EQUIPO-COSTO FINANCI,
39151,DEPRECIACION EDIFICACIONES FINANCIAMIENTO         ,
39152,DEPRECIACION MAQUINARIAS Y EQUIPOS EXPLOTACION-FIN,
3916,DEPRECIACION ACTIVOS BIOLOGICOS EN PRODUCCION-COST,
39161,DEPRECIACION ACTIVOS BIOLOGICOS DE ORIGEN ANIMAL-C,
39162,DEPRECIACION ACTIVOS BIOLOGICOS DE ORIGEN VEGETAL-,
3917,DEPRECIACION ACTIVOS BIOLOGICOS EN PRODUCCION-COST,
39171,DEPRECIACION ACTIVOS BIOLOGICOS ORIGEN ANIMAL-COST,
39172,DEPRECIACION ACTIVOS BIOLOGICOS ORIGEN VEGETAL-COS,
392,AMORTIZACION ACUMULADA                            ,
3921,AMORTIZACION INTANGIBLES - COSTO                  ,
39211,AMORTIZACION CONCESIONES  LICENCIAS Y OTROS DERECH,
39212,AMORTIZACION  PATENTES Y PROPIEDAD INDUSTRIAL-COST,
39213,AMORTIZACION  PROGRAMAS DE COMPUTADORA-COSTO      ,
39214,AMORTIZACION  COSTOS DE EXPLORACION Y DESARROLLO-C,
39215,AMORTIZACION  FORMULAS  DISEÑOS Y PROTOTIPOS-COSTO,
39219,AMORTIZACION  OTROS ACTIVOS INTANGIBLES-COSTO     ,
3922,AMORTIZACION  INTANGIBLES - REVALUACION           ,
39221,AMORTIZACION  CONCESIONES  LICENCIAS Y OTROS DEREC,
39222,AMORTIZACION  PATENTES Y PROPIEDAD INDUSTRIAL-REVA,
39223,AMORTIZACION  PROGRAMAS DE COMPUTADORA-REVALUACION,
39225,AMORTIZACION  FORMULAS  DISEÑOS Y PROTOTIPOS-REVAL,
39229,AMORTIZACION  OTROS ACTIVOS INTANGIBLES-REVALUACIO,
393,AGOTAMIENTO ACUMULADO                             ,
3931,AGOTAMIENTO DE RESERVAS DE RECURSOS EXTRAIBLES    ,
4,PASIVO                                            ,
40,TRIBUTOS Y APORTES AL SISTEMA PENSIONES Y SALUD PO,
401,GOBIERNO CENTRAL                                  ,
4011,IMPUESTO GENERAL A LAS VENTAS                     ,
40111,IGV - CUENTA PROPIA                               ,
401111,IGV - CUENTA PROPIA                               ,  
401112,FRACCIONAMIENTO IGV 2015                          ,  
40112,IGV - SERVICIOS PRESTADOS POR NO DOMICILIADOS     ,
401121,IGV - SERVICIOS PRESTADOS POR NO DOMICILIADOS     ,  
40113,IGV - REGIMEN DE PERCEPCIONES                     ,
401131,IGV - REGIMEN DE PERCEPCIONES                     ,  
40114,IGV - REGIMEN DE RETENCIONES                      ,
401141,IGV - REGIMEN DE RETENCIONES                      ,  
401142,IGV REGIMEN DE RETENCIONES POR PAGAR              ,  
4012,IMPUESTO SELECTIVO AL CONSUMO                     ,
4013,CANON                                             ,
40131,CANON PETROLERO                                   ,
40132,CANON MINERO                                      ,
401321,CANON MINERO                                      ,  
40133,CANON GASIFERO                                    ,
40134,CANON PESQUERO                                    ,
40135,CANON HIDROENERGETICO                             ,
40136,CANON FORESTAL                                    ,
4015,DERECHOS ADUANEROS                                ,
40151,DERECHOS ARANCELARIOS                             ,
401511,DERECHOS ARANCELARIOS                             ,  
40152,DERECHOS ADUANEROS POR VENTAS                     ,
4017,IMPUESTO A LA RENTA                               ,
40171,RENTA DE TERCERA CATEGORIA                        ,
401711,RENTA DE TERCERA CATEGORIA                        ,  
401712,FRACIONAMIENTO RENTA  ANUAL 3ERA  CATEGORIA       ,  
40172,RENTA DE CUARTA CATEGORIA                         ,
401721,RENTA DE CUARTA CATEGORIA                         ,  
40173,RENTA DE QUINTA CATEGORIA                         ,
401731,RENTA DE QUINTA CATEGORIA                         ,  
40174,RENTA DE NO DOMICILIADOS                          ,
4018,OTROS IMPUESTOS                                   ,
40181,IMPUESTO A LAS TRANSACCIONES FINANCIERAS          ,
401811,IMPUESTO A LAS TRANSACCIONES FINANCIERAS          ,  
401812,IMPUESTO TEMPORAL A LOS ACTIVOS  NETOS            ,  
40182,IMPUESTO A LOS JUEGOS DE CASINO Y TRAGAMONEDAS    ,
40183,TASAS POR LA PRESTACION DE SERVICIOS PUBLICOS     ,
40184,REGALIAS                                          ,
40185,IMPUESTO A LOS DIVIDENDOS                         ,
401851,IMPUESTO A  LOS  DIVIDENDOS                       ,  
402,CERTIFICADOS TRIBUTARIOS                          ,
403,INSTITUCIONES PUBLICAS                            ,
4031,ESSALUD                                           ,
403101,ESSALUD                                           ,  
403102,ACCIDENTES DE TRABAJO                             ,  
4032,ONP                                               ,
403201,ONP                                               ,  
4033,CONTRIBUCION AL SENATI                            ,
403301,CONTRIBUCION AL SENATI                            ,  
4034,CONTRIBUCION AL SENCICO                           ,
4039,OTRAS INSTITUCIONES                               ,
403901,CONASEV                                           ,  
405,GOBIERNOS REGIONALES                              ,
406,GOBIERNOS LOCALES                                 ,
4061,IMPUESTOS                                         ,
40611,IMPUESTO AL PATRIMONIO VEHICULAR                  ,
40612,IMPUESTO A LAS APUESTAS                           ,
40613,IMPUESTO A LOS JUEGOS                             ,
40614,IMPUESTO DE ALCABALA                              ,
40615,IMPUESTO PREDIAL                                  ,
406151,IMPUESTO PREDIAL                                  ,  
40616,IMPUESTO AL RODAJE                                ,
40617,IMPUESTO A LOS ESPECTACULOS PUBLICOS NO DEPORTIVOS,
4062,CONTRIBUCIONES                                    ,
4063,TASAS                                             ,
40631,LICENCIA DE APERTURA DE ESTABLECIMIENTOS          ,
406311,LICENCIA DE APERTURA DE ESTABLECIMIENTOS          ,  
40632,TRANSPORTE PUBLICO                                ,
40633,ESTACIONAMIENTO DE VEHICULOS                      ,
40634,SERVICIOS PUBLICOS O ARBITRIOS                    ,
406341,SERVICIOS PUBLICOS O ARBITRIOS                    ,  
40635,SERVICIOS ADMINISTRATIVOS O DERECHOS              ,
407,ADMINISTRADORAS DE FONDOS DE PENSIONES            ,
4071,ADMINISTRADORAS DE FONDOS DE PENSIONES            ,
407101,ADMINISTRADORAS DE FONDOS DE PENSIONES            ,  
408,EMPRESAS PRESTADORAS DE SERVICIOS DE SALUD        ,
4081,CUENTA PROPIA                                     ,
4082,CUENTA DE TERCEROS                                ,
409,OTROS COSTOS ADMINISTRATIVOS E INTERESES          ,
41,REMUNERACIONES Y PARTICIPACIONES POR PAGAR        ,
411,REMUNERACIONES POR PAGAR                          ,
4111,SUELDOS Y SALARIOS POR PAGAR                      ,
411101,SUELDOS                                           ,  
411102,SALARIOS                                          ,  
4112,COMISIONES POR PAGAR                              ,
4113,REMUNERACIONES EN ESPECIE POR PAGAR               ,
4114,GRATIFICACIONES POR PAGAR                         ,
411401,GRATIFICACIONES EMPLEADOS                         ,  
411402,GRATIFICACIONES OBREROS                           ,  
4115,VACACIONES POR PAGAR                              ,
411501,VACACIONES EMPLEADOS                              ,  
411502,VACACIONES OBREROS                                ,  
413,PARTICIPACION DE LOS TRABAJADORES POR PAGAR       ,
4131,PARTICIPACION DE LOS TRABAJADORES POR PAGAR       ,  
413101,PARTICIPACION DE EMPLEADOS                        ,  
413102,PARTICIPACION DE OBREROS                          ,  
414,DISTRIBUCION UTILIDADES SOCIOS                    ,
4141,DISTRIBICION UTILIDADES SOCIOS                    ,
414101,DIETAS  AL DIRECTORIO                             ,  
415,BENEFICIOS SOCIALES DE LOS TRABAJADORES POR PAGAR ,
4151,COMPENSACION POR TIEMPO DE SERVICIOS              ,
415101,C.T.S. EMPLEADOS                                  ,  
415102,C.T.S. OBREROS                                    ,  
4152,ADELANTO DE COMPENSACION POR TIEMPO DE SERVICIOS  ,
4153,PENSIONES Y JUBILACIONES                          ,
419,OTRAS REMUNERACIONES Y PARTICIPACIONES POR PAGAR  ,
42,CUENTAS POR PAGAR COMERCIALES TERCEROS            ,
421,FACTURAS  BOLETAS Y OTROS COMPROBANTES POR PAGAR T,
4211,FACTURAS NO EMITIDAS POR PAGAR TERCEROS           ,
4212,FACTURAS EMITIDAS POR PAGAR TERCEROS              ,
421201,FACTURAS EMITIDAS POR PAGAR M.N. TERCEROS         ,MN
421202,FACTURAS EMITIDAS POR PAGAR M.E. TERCEROS         ,ME
